game,round,num_iterations,max_depth,avg_depth,time_taken,num_children,value
317,4,294,2,2.0,1.0,1,-0.1492079207920795
317,5,279,2,2.0,1.0,4,0.20139945066450013
317,6,212,2,2.0,1.0,5,0.23577648727023814
317,7,200,2,2.0,1.01,5,0.2584859851326459
317,8,256,2,2.0,1.0,3,0.25670940170940104
317,9,260,2,2.0,1.0,5,0.24505368758848753
317,10,257,2,2.0,1.0,3,-0.20549690756763742
317,11,238,2,2.0,1.0,1,-0.20409775186657533
317,12,223,2,2.0,1.0,1,0.17951946820489498
317,13,190,2,2.0,1.0,3,0.24163009733708693
317,14,210,2,2.0,1.0,3,0.2767671242504608
317,15,233,2,2.0,1.0,5,0.2543397343440467
317,16,219,2,2.0,1.0,6,-0.08886193296909833
317,17,197,2,2.0,1.0,5,-0.07561935298029125
317,18,227,2,2.0,1.0,2,0.24141052177582606
317,19,266,2,2.0,1.0,3,0.3890922198691295
317,20,290,2,2.0,1.0,1,0.40674497382599883
317,21,244,2,2.0,1.0,2,0.40292424481574524
317,22,235,2,2.0,1.0,4,0.3772964855783455
317,23,297,2,2.0,1.0,6,-0.06722491551265036
317,24,291,2,2.0,1.0,2,0.2834145227766529
317,25,225,2,2.0,1.0,5,0.3951736445007565
317,26,241,2,2.0,1.0,3,0.4767148760632725
317,27,297,2,2.0,1.0,1,0.40265017667844627
317,28,296,2,2.0,1.0,13,0.38772789556583326
317,29,258,2,2.0,1.0,8,0.33838504103996314
317,30,367,2,2.0,1.0,3,0.5
317,31,282,2,2.0,1.0,3,0.5
