game,player,z,num_examples,value_mean,value_std,percent_full_iter
105,5011,-1.0,51,-0.0447,0.0405,100.0
105,5010,-0.33333333333333326,110,0.075,0.0556,84.55
105,5013,0.33333333333333337,94,0.0635,0.0571,91.49000000000001
105,5012,1.0,137,0.0989,0.0669,30.659999999999997
106,5013,-1.0,68,0.0544,0.0402,69.12
106,5011,-0.33333333333333326,120,-0.0544,0.0475,95.0
106,5012,0.33333333333333337,222,0.0602,0.0387,25.679999999999996
106,5010,1.0,228,-0.0423,0.027,68.42
107,5012,-0.33333333333333326,136,-0.0355,0.0254,75.74
107,5013,0.33333333333333337,155,0.0097,0.0067,59.35
107,5010,-1.0,103,0.0232,0.0181,88.35
107,5011,1.0,160,0.088,0.0602,68.13
108,5010,0.33333333333333337,117,0.0277,0.0181,67.52
108,5011,-1.0,67,-0.0259,0.0206,95.52000000000001
108,5013,-0.33333333333333326,83,-0.0185,0.015,92.77
108,5012,1.0,112,-0.0089,0.006,66.96
109,5013,-1.0,99,0.0646,0.0457,69.69999999999999
109,5012,-0.33333333333333326,115,0.0515,0.0413,76.52
109,5011,0.33333333333333337,106,-0.0576,0.0534,86.79
109,5010,1.0,161,-0.0024,0.0016,67.08
110,5012,-1.0,45,0.0092,0.0075,100.0
110,5010,0.33333333333333337,63,0.0336,0.0388,93.65
110,5011,-0.33333333333333326,67,0.007,0.0054,94.03
110,5013,1.0,90,-0.0129,0.0106,57.78
111,5012,-1.0,60,0.0889,0.0676,95.0
111,5010,-0.33333333333333326,67,-0.0383,0.0389,100.0
111,5013,0.33333333333333337,131,0.0331,0.0224,70.23
111,5011,1.0,140,-0.0429,0.0281,49.29
112,5012,0.33333333333333337,111,-0.0138,0.0132,100.0
112,5013,-1.0,78,0.0684,0.0556,100.0
112,5011,-0.33333333333333326,157,-0.0854,0.0619,68.78999999999999
112,5010,1.0,201,-0.025,0.0153,48.26
113,5011,-0.33333333333333326,32,0.0222,0.0269,100.0
113,5012,0.33333333333333337,69,0.0765,0.0691,84.06
113,5013,-1.0,40,0.0482,0.0373,82.5
113,5010,1.0,90,-0.0628,0.0466,55.559999999999995
114,5012,-1.0,44,0.003,0.0027,100.0
114,5011,1.0,159,-0.0217,0.0152,39.62
114,5010,-0.33333333333333326,120,-0.0689,0.0534,83.33
114,5013,0.33333333333333337,164,0.0473,0.0318,69.51
115,5012,-1.0,76,0.0198,0.0147,76.32
115,5010,0.33333333333333337,84,-0.0493,0.0448,96.43
115,5011,1.0,124,-0.0066,0.0044,67.74
115,5013,-0.33333333333333326,109,0.0362,0.0249,73.39
116,5011,-1.0,23,0.0536,0.0559,100.0
116,5012,1.0,128,0.0271,0.0189,58.589999999999996
116,5013,-0.33333333333333326,56,-0.066,0.0572,94.64
116,5010,0.33333333333333337,111,-0.0337,0.0263,42.34
117,5012,-0.33333333333333326,73,-0.0015,0.0011,75.33999999999999
117,5011,-1.0,43,0.0384,0.0326,100.0
117,5010,1.0,97,0.0125,0.0086,51.55
117,5013,0.33333333333333337,87,0.0056,0.0041,81.61
118,5013,-1.0,38,-0.0618,0.0527,100.0
118,5010,0.33333333333333337,65,-0.0383,0.0333,93.85
118,5012,1.0,88,0.0323,0.0221,62.5
118,5011,-0.33333333333333326,61,-0.0424,0.0365,90.16
119,5012,-1.0,47,0.0008,0.0006,100.0
119,5010,-0.33333333333333326,134,0.0103,0.0077,78.36
119,5011,1.0,234,0.0634,0.0453,55.559999999999995
119,5013,0.33333333333333337,270,-0.0189,0.012,42.22
120,5011,-1.0,86,-0.0532,0.0627,100.0
120,5010,-0.33333333333333326,159,-0.0277,0.0228,88.68
120,5012,0.33333333333333337,221,-0.0529,0.0446,72.39999999999999
